,Image,F1,Jaccard,Recall,Precision
312,3286.png,0.7475133894414691,0.5968234575442883,0.6189140271493213,0.9435706401766004
313,2849.png,0.9525862068965517,0.9094650205761317,0.9408340573414422,0.9646356672011402
314,3694.png,0.9642105263157895,0.9308943089430894,0.9703389830508474,0.9581589958158996
315,1931.png,0.8374093646306993,0.7202959830866807,0.980431654676259,0.7308022308022308
316,1596.png,0.9571552471812662,0.917831004657352,0.9272391194757184,0.9890661408854633
317,3671.png,0.9262250942380184,0.8625877632898696,0.9217577706323687,0.9307359307359307
318,3415.png,0.9063583815028902,0.828752642706131,0.8752170677251302,0.9397975492807672
319,3594.png,0.9057683839718186,0.8277665995975855,0.9422812643151626,0.8719796523950827
320,3471.png,0.6247139588100686,0.454242928452579,0.8504672897196262,0.4936708860759494
321,1332.png,0.970551317949213,0.942787469517914,0.9808743169398907,0.960443340340149
322,3807.png,0.9180035650623887,0.8484349258649094,0.8743633276740238,0.9662288930581614
323,2669.png,0.9545753785385123,0.9130982367758187,0.9212198221092758,0.9904371584699454
324,261.png,0.9565901934322988,0.9167924121577926,0.9750114626318203,0.9388520971302429
325,1680.png,0.9346486941104266,0.8773150123751814,0.9533945464663328,0.9166257969592938
326,2623.png,0.9774121808097318,0.9558222408552562,0.9641592218639319,0.9910345577048467
327,492.png,0.13500962736436745,0.07239159480140897,1.0,0.07239159480140897
328,681.png,0.0,0.0,0.0,0.0
329,2372.png,0.9332517963614126,0.8748566842467324,0.8976530792306335,0.9717906265919511
330,661.png,0.9448867115737906,0.8955310504933256,0.9501231527093597,0.9397076735688186
331,975.png,0.4661609693626244,0.30391779062299296,0.32011906372615345,0.8572463768115942
332,2032.png,0.9522388059701492,0.9088319088319088,0.9410029498525073,0.9637462235649547
333,1860.png,0.9473684210526316,0.9,0.9703125,0.9254843517138599
334,1014.png,0.9041574687270051,0.8250797381232163,0.8318758815232722,0.9901954200523806
335,2186.png,0.955153422501967,0.9141566265060241,0.9253048780487805,0.9869918699186991
336,1664.png,0.9704890387858347,0.9426699426699426,0.9868533866819091,0.9546585568150401
